Catalogue No.,Lot Number,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Title,Handwritten Note,Object Type,Object Notes,Inscription,Seller,Transaction,Buyer,Lot Notes,Previous Owner,Previous Sales,Post Owner,Post Sales,Present Location,Sale Date,Expert,Commissaire Pr.,Auction House,Sale Location,Lugt Number,Copyright,Year of Sale,# of instances in year,latitude/longitude,,latitude,longitude
D-A223,55,"MOLENAER, KLAES (Dutch)",,,,,"Landleute mit Weiber und Kinder sitzen um einen grossen Tisch und zechen, indem sie das drey Königs=Fest feiern, wobey die drey als Könige gekleidete Gäste brav zutrinken. Eines der vollkommensten Meisterstücke des bekannten Künstlers C. Molinær. 1662. Auf Holz.",,Gemälde,"auf Holz, Hoch 25 Zoll, breit 31 Zoll",1662 (datiert?),,Unbekannt,,"Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer. Es ist unsicher, ob das Gemälde datiert ist.",,,,,,1792 Apr 19 - 1792 Apr 21 (This Lot: Apr 19),,,Bostelmann (Michael); Packischefsky (Peter Hinrich),"Hamburg, Germany",4903,,1792,13,"53.550341, 10.000654",,53.550341, 10.000654
Br-A1947,76,"MOLENAER, JAN MIENSE (Dutch)",,,,,A village feast,,Painting,,,"Mackenzie, General; from catalog: Genl Mackenzie (CL)","Unknown, 4.4 pounds (CL)",,,,,,,,1793 Feb 15 - 1793 Feb 16 (This Lot: Feb 16),,,Christie's,"London, England",5002,,1793,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A1994,80,"MOLENAER, JAN MIENSE (Dutch)",,,,,A humorous scene of a Dutch merry making,,Painting,,,Christie's; from catalog: S in T (CL),"Sold, 5.15 pounds (CL)",Jeudwine; from catalog: Jeudwine (CL),,,,,,,1793 Jun 21 - 1793 Jun 22 (This Lot: Jun 22),,,Christie's,"London, England",5088,,1793,2,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A1997,82,"MOLENAER, JAN MIENSE (Dutch)",,,,,A village feast,,Painting,,,[Illegible]; from catalog: [Illegible] (CL),"Sold, 2.15 pounds (CL)",from catalog: Ravelly (CL),,,,,,,1793 Oct 10 - 1793 Oct 16 (This Lot: Oct 11),,,Christie's,"London, England",5112,,1793,3,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A1973,57,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Dutch mountebank, with a variety of figures",,Painting,,,,Unknown,,,,,,,,1793 Apr 20,,,Greenwood,"London, England",5039a,,1793,4,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A1933,154,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A landscape with a cottage, a charming group of figures enjoying one another in social merriment",,Painting,,,,Unknown,,,,,,,,"1793, dates unknown ",,,European Museum,"London, England",,,1793,5,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A1052,218,"MOLENAER, JAN MIENSE (Dutch)",,,,,"La vue d'un canal glacé, où l'on voit plusieurs fabriques et masures couvertes de neige, ainsi que nombre de patineurs.",,Peinture,"sur toile, Haut. 22 p. et demi, larg. 23",,"Donjeux, Vincent ou autres; from catalog: Vincent Donjeux [ou autres]","Vendu, 321 livres","Constantin, Guillaume-Jean; from catalog: Constantin",Le véritable nom de l'artiste était probablement Klaes Molenaer et non Jan Miense Molenaer.,,,,,,1793 Apr 29 and following days (This Lot: Apr 29),"Lebrun, Jean Baptiste Pierre<br>Paillet, Alexandre Joseph",,,"Paris, France",5049,,1793,6,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A1052,217,"MOLENAER, JAN MIENSE (Dutch)",,,,,"La vue d'un village, où l'on voit la vieille tourelle d'une église et la porte d'un cabaret devant lequel sont arrêtés plusieurs personnages. Ce tableau est d'un bon effet.",,Peinture,"sur bois, Haut. 33 pou. larg. 24",,"Donjeux, Vincent ou autres; from catalog: Vincent Donjeux [ou autres]","Vendu, 59 livres",Sollier; from catalog: Solier,,,,,,,1793 Apr 29 and following days (This Lot: Apr 29),"Lebrun, Jean Baptiste Pierre<br>Paillet, Alexandre Joseph",,,"Paris, France",5049,,1793,7,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A1068,13,"MOLENAER, JAN MIENSE (Dutch)",,,,,Un intérieur de Tabagie. Plusieurs Hommes & Femmes paroissent occupés à boire & à chanter au son du violon. Divers accessoires & Figures ornent le fond & les devans de ce Tableau.,,Peinture,"sur bois, hauteur, 15 pouces 6 lignes ; largeur, 22 pouces",,,"Inconnue, 93 livres",,,,,,,,1793 Nov 29,"Regnault Delalande, François Léandre","Vincent de Saint-Hilaire, François Guillaume",,"Paris, France",5133,,1793,8,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A1055,60,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un paysan vu à mi-corps, la main droite appuyée sur son chapeau, et tenant de la gauche un verre de bierre. Ce tableau d'une grande vérité, est d'un ton vigoureux.",,Peinture,"sur bois, Haut. 8 p. larg. 6 pouc.",,"Espagnac, Jean-Frédéric-Guillaume d'Amarzit de Sahuquet, comte d' [ou autres]; from catalog: d'Espagnac [ou autres]","Vendu, 30 10 livres",Haslaver; from catalog: Haslaver,,,,,,,1793 May 22 and following days (This Lot: May 22),"Lebrun, Jean Baptiste Pierre",,,"Paris, France",5069,,1793,9,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A1048,134,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un intérieur de chambre de paysans, composition de 7 différens personnages, occupés à dire le benedicite, et placés autour d'une table.",,Peinture,"Haut. 14 p. et demi, larg. 11 pouces et demi",,Sesval; from catalog: Sesval,"Non Vendu, 40 1 livres",,,,,,,,1793 Apr 03 and following days (This Lot: Apr  3),"Lebrun, Jean Baptiste Pierre",,,"Paris, France",4965 and 5025,,1793,10,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-A1048,133,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un intérieur de chambre de paysans, composition de 6 figures d'hommes, de femmes et d'enfans. On voit sur le devant, un jeune garçon qui fait danser un chat au son d'un violon, dont joue un homme placé derrière lui. Ce tableau, rempli d'expression, est varié et amusant.",,Peinture,"sur bois, Haut. 25 pouces et demi, larg. 14 p.",,Sesval; from catalog: Sesval,"Vendu, 60 livres",Haslever; from catalog: Haslever,,,,,,,1793 Apr 03 and following days (This Lot: Apr  3),"Lebrun, Jean Baptiste Pierre",,,"Paris, France",4965 and 5025,,1793,11,"48.8566101, 2.3514992",,48.8566101, 2.3514992
D-A236,57,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein Weib prügelt ihrem Manne. Das Gegenstück, ein singender Bauer mit einem Mädchen zur Seite. Halbe Figuren, rundes Format. Schön gemahlt von Molenaar. (Diese Nr.: Ein Weib prügelt ihrem Manne; Pendant zu Nr. 58)",,Gemälde,"rund, Hoch 9 1/2 Zoll, breit 9 1/2 Zoll",,,Unbekannt,,Die Lose 57 und 58 wurden zusammen katalogisiert.,,,,,,1793 Jun 07 - 1793 Jun  8 (This Lot: Jun  7),,,Bostelmann (Michael); Packischefsky (Peter Hinrich),"Hamburg, Germany",5080,,1793,12,"53.550341, 10.000654",,53.550341, 10.000654
D-A236,58,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein Weib prügelt ihrem Manne. Das Gegenstück, ein singender Bauer mit einem Mädchen zur Seite. Halbe Figuren, rundes Format. Schön gemahlt von Molenaar. (Diese Nr.: Ein singender Bauer mit einem Mädchen zur Seite; Pendant zu Nr. 57)",,Gemälde,"rund, Hoch 9 1/2 Zoll, breit 9 1/2 Zoll",,,Unbekannt,,Die Lose 57 und 58 wurden zusammen katalogisiert.,,,,,,1793 Jun 07 - 1793 Jun  8 (This Lot: Jun  7),,,Bostelmann (Michael); Packischefsky (Peter Hinrich),"Hamburg, Germany",5080,,1793,13,"53.550341, 10.000654",,53.550341, 10.000654
D-A237,22,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Hinter einem Tische stehet mit einer lächelnden Miene und mit einer Pfeiffe in der Hand ein Bauer, der seine Tobacksdose bey sich stehen hat. Aeußerst fleißig gemahlt.",,Gemälde,"auf Holz, Hoch 6 1/4 Zoll, breit 6 1/4 Zoll",,,Unbekannt,,,,,,,,1793 Sep 18,,,Schoen (Johann Hinrich),"Hamburg, Germany",,,1793,14,"53.550341, 10.000654",,53.550341, 10.000654
D-A232,295,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eine sehr lustige Bauern=Zusammenkunft, mit ausserordentlich vielen Figuren, und sonstigen Beywesen, von Molinar.",,Gemälde,"3 Schuh 8 Zoll hoch, 4 Schuh 9 Zoll breit",,"Wild, Johann Jacob Hermann; from catalog: Wild",Unbekannt,,,,,,,,"1793, dates unknown ",,,Wild (Johann Jacob Hermann),"Nürnberg, Germany",,,1793,15,"49.3655143, 11.1135107979842",,49.3655143, 11.1135107979842
D-A231,118,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Das Innere eines grossen Landhauses. Im Vordergrunde auf der Diele sind einige Bauern in Streit gerathen. Einer liegt schon halb todt auf der Erde; ein andrer, fast von Wuth rasend, will ihn mit Säbel und Messer noch Hiebe versetzen, wird aber von Weibern zurück gehalten. Andre nehmen die Flucht zur Thüre hinaus. Kinder suchen sich zu verbergen. Hausgeräthe fällt über einander. Dieses alles formirt eine der schönsten Gruppen im Ganzen, und ist auf das Meisterhafteste beleuchtet. Die Leidenschaften in den Gesichtern sind glücklich ausgedrückt, und alles mit vielem Fleiss ausgeführt, so dass man es mit Recht für eines der besten Bilder dieses Meisters halten kann.",,Gemälde,"auf Holz, 2 Fuss 6 Zoll hoch, 3 Fuss 5 Zoll breit",,"Laporterie, Pierre; from catalog: Pierre Laporterie",Unbekannt,,,,,,,,"1793, dates unknown ",,,Matfeld (August Wilhelm),"Hamburg, Germany",5142,,1793,16,"53.550341, 10.000654",,53.550341, 10.000654
D-A231,126,"MOLENAER, KLAES (Dutch)",,,,,"Ein Bauer carressirt eine Bäuerin, die an einem Tische sitzt. Halbe Figuren.",,Gemälde,"auf Holz, 6 Zoll hoch, 6 Zoll breit",,"Laporterie, Pierre; from catalog: Pierre Laporterie",Unbekannt,,Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer.,,,,,,"1793, dates unknown ",,,Matfeld (August Wilhelm),"Hamburg, Germany",5142,,1793,17,"53.550341, 10.000654",,53.550341, 10.000654
SC-62,121,"MOLENAER, JAN MIENSE (Dutch)",,,,,Bönder,,Painting,,,"Muzquiz, Marquis de; from catalog: Marquis de Muzquiz",Unknown,,,,,,,,1793 Oct 07,,,Anonymous,"Copenhagen, Denmark",5111,,1793,18,"55.6867243, 12.5700724",,55.6867243, 12.5700724
SC-62,122,"MOLENAER, JAN MIENSE (Dutch)",,,,,Dito [Bönder] af dito [Molenar],,Painting,,,"Muzquiz, Marquis de; from catalog: Marquis de Muzquiz",Unknown,,,,,,,,1793 Oct 07,,,Anonymous,"Copenhagen, Denmark",5111,,1793,19,"55.6867243, 12.5700724",,55.6867243, 12.5700724
B-A347,55,"MOLENAER, JAN MIENSE (Dutch)",,,,,Deux Pièces représentant des Conversations de Paysans,,Painting,,,"from catalog: F.J. van Tieghem, Hautpointre de la Chatellerie d'Oudenarde",Unknown,,,,,,,,1794 May 05,,,Anonymous,"Ghent, Belgium",5200,,1794,1,"51.0538286, 3.7250121",,51.0538286, 3.7250121
B-A348,28,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Dorp-gezigt ryk van Ordonnantie:  op den voorgront eenen Liedekens-zanger met veel Volk; eenen Heer met eene Dame, en ander By-werk.  Dit Stuk is wonder schoon en uytvoerig geschildert, ja een der beste van desen beroemde Meester",,Painting,"on panel, h. 20, b. 14 d.",,from catalog: None,Unknown,,,,,,,,1794 Nov 21,,,Bauwens (Bernardus),Belgium,5251,,1794,2,"50.8465573, 4.351697",,50.8465573, 4.351697
B-A348,46,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Binnen-Huys en Conversatie-stuk met drinkende en vergeestende Boeren.  Dit Stuk is schoon, zoo als de nateur behandelt",,Painting,"on panel, h. 13 d., b. 11 d.",,from catalog: None,Unknown,,,,,,,,1794 Nov 21,,,Bauwens (Bernardus),Belgium,5251,,1794,3,"50.8465573, 4.351697",,50.8465573, 4.351697
B-A348,69,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Boere Binnen-huys, met Figeuren",,Painting,,,from catalog: None,Unknown,,,,,,,,1794 Nov 21,,,Bauwens (Bernardus),Belgium,5251,,1794,4,"50.8465573, 4.351697",,50.8465573, 4.351697
Br-A2018,16,"MOLENAER, JAN MIENSE (Dutch)",,,,,Playing at ho'cockles,,Painting,,,"Sheppard, Thomas; from catalog: Sheppard (CL)","Sold, 2.15 pounds (CL)","Tassaert, Philippe Joseph; from catalog: Tassaert (CL)",,,,,,,1794 Feb 07 - 1794 Feb  8 (This Lot: Feb  8),,,Christie's,"London, England",5155,,1794,5,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2023,28,"MOLENAER, JAN MIENSE (Dutch)",,,,,Boors playing at backgammon,,Painting,,,"Egremont, George O'Brien Wyndham, 3rd Earl of; from catalog: Lord Egremont (BIB)",Unknown,,,,,,,,1794 Mar 07 - 1794 Mar  8 (This Lot: Mar  8),,,Christie's,"London, England",5166,,1794,6,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A1082,98,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un sujet de cinq figures dans un intérieur de chambre, au milieu de laquelle se voit une femme jouant aux cartes avec un vieillard, & derriere lui un homme ajusté d'un manteau, tenant un miroir, dans lequel il montre le jeu à la femme, que l'on voit attentive à faisir l'effet de cette supercherie.",,Peinture,"sur bois, Haut. 11 pou. larg. 10 pou.",,"Hersant Destouches, Alexandre-Louis; from catalog: Destouches","Vendu, 250 5 livres",Dufour; from catalog: Dufour,,,1778/11/30 PAPA 0421 DULAC & LA CHAISE F-A530,,,,1794 Mar 21 and following days (This Lot: Mar 21),"Lebrun, Joseph Alexandre<br>Julliot, Philippe François","Boileau, Louis François Jacques",,"Paris, France",5171,,1794,7,"48.8566101, 2.3514992",,48.8566101, 2.3514992
D-A242,145,"MOLENAER, JAN MIENSE (Dutch)",,,,,Ein caraßirender Bauer mit seiner Bäuerin.,,Gemälde,"auf Holz, Hoch 6 Zoll, breit 6 Zoll",,,Unbekannt,,,,,,,,1794 Feb 21 - 1794 Feb 22 (This Lot: Feb 21),,,Henningk; Packischefsky (Peter Hinrich),"Hamburg, Germany",5160,,1794,8,"53.550341, 10.000654",,53.550341, 10.000654
D-A245,50,"MOLENAER, JAN MIENSE (Dutch), Kopie nach",,,,,"Im Innern eines Bauernhauses wird vergnügt gespeiset, hingegen entstehet auch durch Jalousie Schlägerey. Auf Holz.",,Gemälde,"auf Holz, Hoch 29 Zoll, breit 37 Zoll",,,Unbekannt,,,,,,,,1794 Sep 09,,,Packischefsky (Peter Hinrich); Schoen (Johann Hinrich),"Hamburg, Germany",,,1794,9,"53.550341, 10.000654",,53.550341, 10.000654
D-A240,110,"MOLENAER, KLAES (Dutch)",,,,,Auf der Flur eines Bauernhauses tanzt Bauer und Bäurin nach der Musik eines Sackpfeifers.,,Gemälde,"Höhe 18 Zoll, Breite 14 1/2 Zoll",,"Leonelli, Niccolò; from catalog: Leonelli",Unbekannt,,Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer.,,,,,,"1794, dates unknown ",,,Anonymous,"Hamburg, Germany",,,1794,10,"53.550341, 10.000654",,53.550341, 10.000654
Br-A2096,67,"MOLENAER, JAN MIENSE (Dutch)",,,,,A mountebank with many humorous characters,,Painting,,,"Lund, A.; from catalog: Lund (CL)","Sold, 11.0 pounds (CL)",Green; from catalog: Green (CL),,,,,,,1795 May 01 - 1795 May  2 (This Lot: May  2),,,Christie's,"London, England",5304,,1795,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2087,57,"MOLENAER, JAN MIENSE (Dutch)",,,,,A Merry-making,,Painting,,,"Calonne, Charles-Alexandre de [or others]; from catalog: Right Hon: Charles Alexander De Calonne [or others]","Unknown, 15.4 pounds",,,,,,1829/06/25 LOFO 0056 Br-3330,,1795 Mar 23 - 1795 Mar 28 (This Lot: Mar 25),,,Skinner and Dyke,"London, England",5289,,1795,2,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2087,71,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Shepherdess, &c.",,Painting,,,"Calonne, Charles-Alexandre de [or others]; from catalog: Right Hon: Charles Alexander De Calonne [or others]","Unknown, 4.6 pounds",,,,,,,,1795 Mar 23 - 1795 Mar 28 (This Lot: Mar 25),,,Skinner and Dyke,"London, England",5289,,1795,3,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2086,25,"MOLENAER, JAN MIENSE (Dutch)",,,,,An interior with peasants feasting and regaling,,Painting,,,"Nagel van Ampsen, Anne Willem Carl, Baron van; from catalog: Baron Nagel","Sold, 13.13 pounds",Green; from catalog: Green,,,,,,,1795 Mar 21,,,Christie's,"London, England",5287,,1795,4,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2129,51,"MOLENAER, JAN MIENSE (Dutch)",,,,,A pair boors regaling,,Painting,,,,Unknown,,,,,,,,1795 Nov 26 - 1795 Nov 27 (This Lot: Nov 27),,,Greenwood,"London, England",5380,,1795,5,"51.5073219, -0.1276474",,51.5073219, -0.1276474
F-A1112,628,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une femme allaitant son enfant, dans l'intérieur d'une cuisine, belle composition, de neuf figures et animaux, d'un bel effet, et d'une couleur chaude et vigoureuse.",,Peinture,"sur bois, 17 p. de h. sur 20 de l.",,"Guillaudeu de Lavillarmois, Louis-Joseph; from catalog: G. Lavillarmois",Inconnue,,,,,,,,1795 Aug 24 and following days (This Lot: Aug 24),"Jacquéz, F.J.",,,"Lille, France",,,1795,6,"50.6305089, 3.0706414",,50.6305089, 3.0706414
F-A1112,614,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une fête d'enfans, d'un coloris chaud et d'un bel effet.",,Peinture,"sur bois, 10 p. de h. sur 13 de l.",,"Guillaudeu de Lavillarmois, Louis-Joseph; from catalog: G. Lavillarmois",Inconnue,,,,,,,,1795 Aug 24 and following days (This Lot: Aug 24),"Jacquéz, F.J.",,,"Lille, France",,,1795,7,"50.6305089, 3.0706414",,50.6305089, 3.0706414
F-A1112,491,"MOLENAER, JAN MIENSE (Dutch)",,,,,Une tabagie agréablement peinte.,,Peinture,"sur bois, 17 p. de h. sur 23 de l.",,"Guillaudeu de Lavillarmois, Louis-Joseph; from catalog: G. Lavillarmois",Inconnue,,,,,,,,1795 Aug 24 and following days (This Lot: Aug 24),"Jacquéz, F.J.",,,"Lille, France",,,1795,8,"50.6305089, 3.0706414",,50.6305089, 3.0706414
D-A251,37,"MOLENAER, JAN MIENSE (Dutch)",,,,,Ein junger Manns=Kopf. Auf Leinwand.,,Gemälde,"auf Leinwand, Hoch 9 1/2 Zoll, breit 7 1/2 Zoll",,,Unbekannt,,,,,,,,1795 Nov 14,,,Packischefsky (Peter Hinrich),"Hamburg, Germany",5378,,1795,9,"53.550341, 10.000654",,53.550341, 10.000654
D-A251,124,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ein inwendiges Bauernhaus, wo sich Bauern am Tische mit Musiciren, Trinken und Carassiren vergnügen. Auf Holz. Schwarz. Rahm.",,Gemälde,"auf Holz, Hoch 14 Zoll, breit 12 Zoll",,,Unbekannt,,,,,,,,1795 Nov 14,,,Packischefsky (Peter Hinrich),"Hamburg, Germany",5378,,1795,10,"53.550341, 10.000654",,53.550341, 10.000654
D-A252,7,"MOLENAER, KLAES (Dutch)",,,,,Das Inwendige zweyer Bauern=Häuser; auf das eine belustigen sich Bauern am Tische mit Trinken und Toback rauchen; auf das andere wärmen sie sich vor einem Camin. Schw. Rahm mit gold. Leisten. (Diese Nr.: Das Inwendige eines Bauern=Hauses; Bauern belustigen sich am Tische mit Trinken und Toback rauchen),,Gemälde,"auf Holz, Hoch 22 Zoll, breit 16 Zoll",,,Unbekannt,,Die Lose 7 und 8 wurden zusammen katalogisiert. Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer.,,,,,,1795 Nov 17 - 1795 Nov 18 (This Lot: Nov 17),,,Packischefsky (Peter Hinrich),"Hamburg, Germany",,,1795,11,"53.550341, 10.000654",,53.550341, 10.000654
D-A252,8,"MOLENAER, KLAES (Dutch)",,,,,Das Inwendige zweyer Bauern=Häuser; auf das eine belustigen sich Bauern am Tische mit Trinken und Toback rauchen; auf das andere wärmen sie sich vor einem Camin. Schw. Rahm mit gold. Leisten. (Diese Nr.: Das Inwendige eines Bauern=Hauses; Bauern wärmen sich vor einem Camin),,Gemälde,"auf Holz, Hoch 22 Zoll, breit 16 Zoll",,,Unbekannt,,Die Lose 7 und 8 wurden zusammen katalogisiert. Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer.,,,,,,1795 Nov 17 - 1795 Nov 18 (This Lot: Nov 17),,,Packischefsky (Peter Hinrich),"Hamburg, Germany",,,1795,12,"53.550341, 10.000654",,53.550341, 10.000654
SC-64,69,"MOLENAER, JAN MIENSE (Dutch)",,,,,En Bondefamilie som læser til Bords [Malerier i Oliefarve],,Painting,"Öl, auf Holz, 14 Tommer høi, 11 Tommer bred",,"Hensel, Anna; from catalog: Anna Hensel",Unknown,,The bracketed information in the title appears above lot 1 and refers to lots 1 to 127.,,,,,,1795 Oct 12,,,Anonymous,"Copenhagen, Denmark",5367,,1795,13,"55.6867243, 12.5700724",,55.6867243, 12.5700724
Br-A2140,70,"MOLENAER, JAN MIENSE (Dutch)",,,,,A Dutch speelhuys with figures merrymaking,,Painting,,,Flynn; from catalog: Flynn,"Sold, 3.3 pounds",Hosler [?]; from catalog: Hosler [?],,,,,,,1796 Feb 05 - 1796 Feb  6 (This Lot: Feb  5),,,Christie's,"London, England",5406,,1796,1,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2140,83,"MOLENAER, JAN MIENSE (Dutch)",,,,,Dutch village scene with many figures merrymaking,,Painting,,,"Smith, R.C.; from catalog: R C Smith","Sold, 14.3 pounds",Hosler [?]; from catalog: Hosler [?],,,,,,,1796 Feb 05 - 1796 Feb  6 (This Lot: Feb  6),,,Christie's,"London, England",5406,,1796,2,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2179,184,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Dutch merrymaking, Molinaer.",,Painting,,,,Unknown,,,,,,,,"1796 Oct, dates unknown (This Lot: Oct  0)",,,European Museum,"London, England",,,1796,3,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-A2139,310,"MOLENAER, JAN MIENSE (Dutch)",,,,,Travellers at the door of an inn,,Painting,,,,Unknown,,,,,,,,"1796 Feb, dates unknown (This Lot: Feb  0)",,,European Museum,"London, England",,,1796,4,"51.5073219, -0.1276474",,51.5073219, -0.1276474
D-A257,96,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Eine zahlreiche Gesellschaft von lustig=zechenden und musicirenden Bauren. Ein unvergleichlich schönes Gemählde, welches man wohl für das beste dieses Meisters halten kann, ist wie Gerhard Douw gemahlt. Auf Holz.",,Gemälde,"auf Holz, Höhe 22 Zoll, Breite 29 Zoll",,,Unbekannt,,,,,,,,"1796 Aug, dates unknown (This Lot: Aug  0)",,,Packischefsky (Peter Hinrich),"Hamburg, Germany",5493,,1796,5,"53.550341, 10.000654",,53.550341, 10.000654
D-A256,134,"MOLENAER, KLAES (Dutch)",,,,,"In einem Zimmer, worin ein Bett befindlich, steht ein Alter beym Tische, worauf viel Geld liegt; in seinen Händen hält er einige damit angefüllte Beutel, welche er den zwey dicht bey ihm sitzenden, wahrscheinlich jungen Eheleuten, zu geben [s]cheint. Auf Holz.",,Gemälde,"auf Holz, Höhe 18 3/4 Zoll, Breite 13 1/2 Zoll",,,"Verkauft, 155 M",Kreuter; from catalog: Kreuter,Der Künstler ist vermutlich Jan Miense Molenaer und nicht Klaes Molenaer.,,,,,,1796 Feb 17 - 1796 Feb 18 (This Lot: Feb 17),,,Packischefsky (Peter Hinrich); Kräuter,"Hamburg, Germany",,,1796,6,"53.550341, 10.000654",,53.550341, 10.000654
